vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,airport_fee,total_amount,pickup_location_id,dropoff_location_id,data_file_year,data_file_month
2,1/2/2020 11:26:36,1/2/2020 11:26:38,1,0,1.0,N,1,0,0,0,0,0,0,,0,264,264,2020,1
1,1/10/2020 14:39:22,1/10/2020 15:05:22,2,2.4,1.0,N,3,0,0,0,0,0,0,,0,75,142,2020,1
2,1/25/2020 16:01:46,1/25/2020 16:13:24,1,1.12,1.0,N,2,0,0,0,0,0,0,,0,142,230,2020,1
2,1/17/2020 1:21:22,1/17/2020 1:21:58,1,0,1.0,N,2,0,0,0,0,0,0,,0,193,193,2020,1
2,1/21/2020 22:02:17,1/21/2020 22:02:23,1,0,1.0,N,1,0,0,0,0,0,0,,0,264,264,2020,1
2,1/22/2020 3:39:15,1/22/2020 3:39:58,1,0,1.0,N,1,0,0,0,0,0,0,,0,107,264,2020,1
2,1/12/2020 1:31:58,1/12/2020 1:45:35,2,1.8,1.0,N,2,0,0,0,0,0,0,,0,79,232,2020,1
2,1/23/2020 22:02:23,1/23/2020 22:02:41,1,0,2.0,N,2,0,0,0,0,0,0,,0,68,68,2020,1
1,1/15/2020 9:38:08,1/15/2020 9:38:08,1,0,5.0,N,2,0,0,0,0,0,0,,0,263,264,2020,1
2,1/16/2020 23:30:04,1/16/2020 23:30:04,1,0,1.0,N,2,0,0,0,0,0,0,,0,264,264,2020,1
2,1/27/2020 11:28:48,1/27/2020 11:29:00,1,0,1.0,N,2,0,0,0,0,0,0,,0,229,141,2020,1
1,1/13/2020 18:30:12,1/13/2020 18:30:18,1,6.6,1.0,N,3,0,0,0,0,0,0,,0,138,138,2020,1
2,1/22/2020 11:46:47,1/22/2020 11:47:25,1,0.03,1.0,N,2,0,0,0,0,0,0,,0,100,100,2020,1
1,1/13/2020 17:28:05,1/13/2020 17:32:59,2,0.6,1.0,N,3,0,0,0,0,0,0,,0,107,107,2020,1
2,1/27/2020 9:45:37,1/27/2020 9:45:43,1,0,2.0,N,2,0,0,0,0,0,0,,0,141,141,2020,1
1,1/21/2020 7:14:57,1/21/2020 7:15:07,1,0,1.0,N,3,0,0,0,0,0,0,,0,188,188,2020,1
2,1/30/2020 11:32:29,1/30/2020 11:51:42,1,1.86,1.0,N,2,0,0,0,0,0,0,,0,236,237,2020,1
2,1/15/2020 19:57:51,1/15/2020 19:58:36,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,264,2020,1
2,1/4/2020 12:00:04,1/4/2020 12:00:53,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
1,1/8/2020 16:48:30,1/8/2020 16:48:40,1,0,2.0,Y,2,0,0,0,0,0,0,,0,132,132,2020,1
2,1/9/2020 1:39:55,1/9/2020 1:39:55,1,0,1.0,N,2,0,0,0,0,0,0,,0,264,264,2020,1
2,1/31/2020 9:58:18,1/31/2020 10:01:17,1,0.41,1.0,N,2,0,0,0,0,0,0,,0,186,186,2020,1
2,1/15/2020 15:54:46,1/15/2020 15:55:59,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
1,1/17/2020 15:54:30,1/17/2020 15:54:39,1,0,1.0,Y,4,0,0,0,0,0,0,,0,79,79,2020,1
2,1/30/2020 0:55:00,1/30/2020 0:55:08,1,0,1.0,N,1,0,0,0,0,0,0,,0,7,264,2020,1
2,1/10/2020 21:08:36,1/10/2020 21:10:01,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
1,1/23/2020 7:16:07,1/23/2020 7:16:07,1,0,5.0,Y,2,0,0,0,0,0,0,,0,264,264,2020,1
1,1/13/2020 14:52:24,1/13/2020 15:01:00,2,0.9,1.0,N,3,0,0,0,0,0,0,,0,163,230,2020,1
2,1/13/2020 15:00:46,1/13/2020 15:01:04,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/25/2020 23:33:47,1/25/2020 23:33:58,2,0,2.0,N,2,0,0,0,0,0,0,,0,226,226,2020,1
2,1/26/2020 10:15:26,1/26/2020 10:15:30,1,0.01,2.0,N,2,0,0,0,0,0,0,,0,170,264,2020,1
2,1/28/2020 5:02:23,1/28/2020 5:31:26,1,19.01,2.0,N,2,0,0,0,0,0,0,,0,262,132,2020,1
1,1/7/2020 21:22:43,1/7/2020 21:22:43,1,0,5.0,Y,2,0,0,0,0,0,0,,0,24,264,2020,1
2,1/12/2020 1:16:08,1/12/2020 1:31:51,1,3.15,1.0,N,2,0,0,0,0,0,0,,0,114,229,2020,1
2,1/23/2020 0:00:37,1/23/2020 0:06:38,1,1.29,1.0,N,2,0,0,0,0,0,0,,0,162,232,2020,1
2,1/27/2020 5:15:51,1/27/2020 5:15:56,1,0,1.0,N,2,0,0,0,0,0,0,,0,193,264,2020,1
2,1/20/2020 14:43:50,1/20/2020 14:43:56,1,0.03,2.0,N,2,0,0,0,0,0,0,,0,237,237,2020,1
2,1/21/2020 20:58:08,1/21/2020 21:23:06,1,11.05,1.0,N,2,0,0,0,0,0,0,,0,162,257,2020,1
2,1/22/2020 10:59:02,1/22/2020 10:59:11,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,264,2020,1
2,1/13/2020 20:03:08,1/13/2020 20:03:32,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/1/2020 4:18:28,1/1/2020 4:18:32,1,0,1.0,N,2,0,0,0,0,0,0,,0,260,264,2020,1
2,1/26/2020 18:23:05,1/26/2020 18:23:47,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,264,2020,1
1,1/8/2020 11:41:15,1/8/2020 11:41:15,1,0,1.0,N,2,0,0,0,0,0,0,,0,132,264,2020,1
2,1/15/2020 13:41:23,1/15/2020 14:18:08,1,15.32,3.0,N,2,0,0,0,0,0,0,,0,87,1,2020,1
2,1/27/2020 13:13:01,1/27/2020 13:13:10,1,0,1.0,N,2,0,0,0,0,0,0,,0,234,234,2020,1
2,1/28/2020 19:53:49,1/28/2020 19:54:33,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
1,1/21/2020 17:46:46,1/21/2020 17:52:29,1,0,1.0,N,5,0,0,0,0,0,0,,0,145,145,2020,1
2,1/21/2020 22:54:02,1/21/2020 22:54:06,1,0,1.0,N,1,0,0,0,0,0,0,,0,7,264,2020,1
2,1/13/2020 13:28:51,1/13/2020 13:29:47,1,0,1.0,N,2,0,0,0,0,0,0,,0,207,207,2020,1
2,1/3/2020 20:10:11,1/3/2020 20:10:41,1,0,1.0,N,1,0,0,0,0,0,0,,0,7,7,2020,1
2,1/26/2020 14:38:38,1/26/2020 15:34:17,1,0,1.0,N,1,0,0,0,0,0,0,,0,234,193,2020,1
2,1/9/2020 16:11:00,1/9/2020 16:26:26,1,1.2,1.0,N,2,0,0,0,0,0,0,,0,140,162,2020,1
2,1/7/2020 18:33:13,1/7/2020 18:57:40,2,6.18,1.0,N,2,0,0,0,0,0,0,,0,143,116,2020,1
2,1/12/2020 13:06:05,1/12/2020 13:06:13,2,0,2.0,N,2,0,0,0,0,0,0,,0,246,246,2020,1
1,1/13/2020 17:55:51,1/13/2020 18:00:41,1,0,1.0,N,3,0,0,0,0,0,0,,0,45,45,2020,1
2,1/23/2020 21:37:18,1/23/2020 21:42:16,2,0.52,1.0,N,2,0,0,0,0,0,0,,0,230,163,2020,1
2,1/24/2020 15:47:16,1/24/2020 15:47:27,2,0.01,2.0,N,2,0,0,0,0,0,0,,0,263,263,2020,1
2,1/31/2020 23:33:40,1/31/2020 23:40:45,2,0.75,1.0,N,2,0,0,0,0,0,0,,0,249,211,2020,1
1,1/14/2020 22:22:01,1/14/2020 22:22:27,1,0,1.0,N,3,0,0,0,0,0,0,,0,35,35,2020,1
2,1/8/2020 3:11:48,1/8/2020 3:12:54,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/13/2020 15:23:18,1/13/2020 15:23:18,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,264,2020,1
1,1/20/2020 9:32:24,1/20/2020 9:32:24,1,0,5.0,Y,2,0,0,0,0,0,0,,0,132,264,2020,1
2,1/29/2020 19:29:36,1/29/2020 19:44:41,1,2.23,1.0,N,2,0,0,0,0,0,0,,0,230,107,2020,1
2,1/30/2020 20:38:55,1/30/2020 20:56:22,1,2.53,1.0,N,2,0,0,0,0,0,0,,0,79,158,2020,1
2,1/26/2020 12:34:39,1/26/2020 12:34:44,2,0.01,2.0,N,2,0,0,0,0,0,0,,0,186,186,2020,1
2,1/22/2020 4:15:06,1/22/2020 4:30:07,6,1.65,1.0,N,2,0,0,0,0,0,0,,0,234,233,2020,1
2,1/4/2020 5:13:04,1/4/2020 5:14:59,1,0.23,1.0,N,2,0,0,0,0,0,0,,0,162,162,2020,1
1,1/31/2020 13:06:02,1/31/2020 13:06:05,1,0,1.0,N,4,0,0,0,0,0,0,,0,237,237,2020,1
1,1/16/2020 17:00:06,1/16/2020 17:02:36,1,0,1.0,N,3,0,0,0,0,0,0,,0,33,33,2020,1
2,1/17/2020 17:57:08,1/17/2020 18:07:54,1,1.24,1.0,N,2,0,0,0,0,0,0,,0,161,142,2020,1
2,1/12/2020 20:36:32,1/12/2020 20:37:35,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/15/2020 22:55:22,1/15/2020 22:57:13,1,0,1.0,N,2,0,0,0,0,0,0,,0,193,193,2020,1
2,1/25/2020 12:29:15,1/25/2020 12:29:33,1,0,2.0,N,2,0,0,0,0,0,0,,0,113,113,2020,1
2,1/19/2020 20:47:29,1/19/2020 20:55:07,1,0.96,1.0,N,1,0,0,0,0,0,0,,0,186,137,2020,1
1,1/15/2020 9:16:29,1/15/2020 9:27:21,1,0.9,1.0,N,3,0,0,0,0,0,0,,0,74,75,2020,1
1,1/16/2020 15:53:04,1/16/2020 15:53:44,1,0.1,1.0,N,3,0,0,0,0,0,0,,0,87,87,2020,1
1,1/9/2020 10:42:52,1/9/2020 10:43:03,1,0,1.0,N,1,0,0,0,0,0,0,,0,145,145,2020,1
1,1/24/2020 12:17:17,1/24/2020 12:17:56,1,0,1.0,N,3,0,0,0,0,0,0,,0,137,137,2020,1
1,1/24/2020 12:54:37,1/24/2020 12:54:37,1,0,1.0,N,4,0,0,0,0,0,0,,0,48,264,2020,1
1,1/27/2020 9:55:23,1/27/2020 9:55:23,1,0,1.0,N,4,0,0,0,0,0,0,,0,186,264,2020,1
2,1/13/2020 1:31:45,1/13/2020 1:33:06,1,0,1.0,N,2,0,0,0,0,0,0,,0,193,193,2020,1
1,1/21/2020 7:51:43,1/21/2020 7:54:22,1,0,1.0,N,3,0,0,0,0,0,0,,0,75,75,2020,1
2,1/10/2020 3:05:59,1/10/2020 3:05:59,1,0,1.0,N,1,0,0,0,0,0,0,,0,264,264,2020,1
2,1/14/2020 18:45:06,1/14/2020 18:57:28,1,2.12,1.0,N,2,0,0,0,0,0,0,,0,229,107,2020,1
2,1/17/2020 11:09:09,1/17/2020 11:09:25,1,0,1.0,N,1,0,0,0,0,0,0,,0,7,7,2020,1
2,1/30/2020 6:16:10,1/30/2020 6:16:17,1,0,1.0,N,2,0,0,0,0,0,0,,0,264,264,2020,1
2,1/31/2020 13:33:08,1/31/2020 13:33:55,1,0.17,1.0,N,2,0,0,0,0,0,0,,0,230,161,2020,1
1,1/10/2020 17:13:50,1/10/2020 17:14:39,1,0,1.0,N,3,0,0,0,0,0,0,,0,41,41,2020,1
1,1/29/2020 10:24:53,1/29/2020 10:26:10,1,0,1.0,N,2,0,0,0,0,0,0,,0,145,145,2020,1
2,1/8/2020 11:12:48,1/8/2020 11:12:53,2,0,2.0,N,2,0,0,0,0,0,0,,0,164,164,2020,1
1,1/22/2020 16:04:37,1/22/2020 16:08:19,1,0,1.0,N,3,0,0,0,0,0,0,,0,249,249,2020,1
2,1/15/2020 22:36:14,1/15/2020 22:37:19,1,0,1.0,N,1,0,0,0,0,0,0,,0,7,193,2020,1
2,1/5/2020 8:13:44,1/5/2020 8:24:12,3,4.67,1.0,N,2,0,0,0,0,0,0,,0,264,264,2020,1
2,1/27/2020 12:58:09,1/27/2020 13:12:13,1,1.11,1.0,N,2,0,0,0,0,0,0,,0,233,48,2020,1
2,1/7/2020 22:57:54,1/7/2020 23:28:33,1,6.17,1.0,N,2,0,0,0,0,0,0,,0,151,237,2020,1
2,1/2/2020 11:44:54,1/2/2020 11:46:31,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
1,1/19/2020 11:07:09,1/19/2020 11:07:09,1,0,5.0,Y,2,0,0,0,0,0,0,,0,164,264,2020,1
2,1/20/2020 9:14:31,1/20/2020 9:25:09,2,2.31,1.0,N,2,0,0,0,0,0,0,,0,162,107,2020,1
1,1/14/2020 18:48:17,1/14/2020 18:53:20,1,0,1.0,N,3,0,0,0,0,0,0,,0,48,48,2020,1
2,1/25/2020 3:45:10,1/25/2020 3:59:30,1,4.56,1.0,N,2,0,0,0,0,0,0,,0,50,13,2020,1
1,1/3/2020 8:55:56,1/3/2020 8:56:08,1,0,1.0,N,3,0,0,0,0,0,0,,0,131,131,2020,1
1,1/3/2020 12:23:35,1/3/2020 12:26:22,1,0,2.0,Y,4,0,0,0,0,0,0,,0,68,68,2020,1
2,1/30/2020 12:11:23,1/30/2020 12:13:25,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/9/2020 18:58:58,1/9/2020 18:59:33,1,0,1.0,N,1,0,0,0,0,0,0,,0,7,7,2020,1
2,1/3/2020 19:16:09,1/3/2020 19:16:22,2,0.02,2.0,N,2,0,0,0,0,0,0,,0,48,48,2020,1
2,1/8/2020 23:16:37,1/8/2020 23:16:44,1,0,1.0,N,2,0,0,0,0,0,0,,0,264,264,2020,1
2,1/10/2020 7:12:49,1/10/2020 7:13:31,1,0,1.0,N,1,0,0,0,0,0,0,,0,264,264,2020,1
2,1/10/2020 18:30:33,1/10/2020 18:31:49,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/15/2020 9:14:17,1/15/2020 9:15:53,1,0,1.0,N,2,0,0,0,0,0,0,,0,207,207,2020,1
2,1/28/2020 13:36:30,1/28/2020 13:37:02,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/20/2020 17:50:45,1/20/2020 17:51:39,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/11/2020 21:17:21,1/11/2020 21:26:19,4,1.5,1.0,N,2,0,0,0,0,0,0,,0,239,50,2020,1
2,1/24/2020 22:19:59,1/24/2020 22:20:29,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
1,1/26/2020 0:25:35,1/26/2020 0:26:19,0,1.2,1.0,N,3,0,0,0,0,0,0,,0,158,158,2020,1
2,1/18/2020 20:45:07,1/18/2020 20:46:10,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/22/2020 12:40:01,1/22/2020 12:40:09,1,0,1.0,N,1,0,0,0,0,0,0,,0,264,264,2020,1
1,1/31/2020 12:43:39,1/31/2020 12:59:41,1,2.1,1.0,N,2,0,0,0,0,0,0,,0,249,48,2020,1
2,1/23/2020 12:04:35,1/23/2020 12:24:00,1,4.08,1.0,N,2,0,0,0,0,0,0,,0,50,144,2020,1
2,1/6/2020 12:01:08,1/6/2020 12:07:32,1,0,1.0,N,2,0,0,0,0,0,0,,0,193,193,2020,1
1,1/15/2020 13:03:32,1/15/2020 13:03:32,1,0,5.0,Y,2,0,0,0,0,0,0,,0,170,264,2020,1
2,1/21/2020 20:15:26,1/22/2020 18:16:13,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/12/2020 15:06:42,1/12/2020 16:28:08,1,3.09,1.0,N,2,0,0,0,0,0,0,,0,231,209,2020,1
2,1/1/2020 21:09:11,1/1/2020 21:09:18,2,0,2.0,N,2,0,0,0,0,0,0,,0,100,100,2020,1
2,1/30/2020 4:43:16,1/30/2020 4:44:25,1,0,5.0,N,2,0,0,0,0,0,0,,0,230,230,2020,1
2,1/1/2020 1:19:13,1/1/2020 1:43:17,1,3.19,1.0,N,2,0,0,0,0,0,0,,0,48,263,2020,1
2,1/23/2020 19:47:20,1/23/2020 19:53:57,1,1.44,1.0,N,2,0,0,0,0,0,0,,0,158,231,2020,1
1,1/16/2020 19:00:04,1/16/2020 19:09:43,1,0,1.0,N,3,0,0,0,0,0,0,,0,197,216,2020,1
2,1/4/2020 10:57:11,1/4/2020 10:57:48,1,0,1.0,N,1,0,0,0,0,0,0,,0,264,264,2020,1
2,1/28/2020 13:16:42,1/28/2020 13:16:56,1,0,1.0,N,2,0,0,0,0,0,0,,0,193,193,2020,1
2,1/30/2020 17:36:27,1/30/2020 17:36:40,1,0.03,1.0,N,2,0,0,0,0,0,0,,0,138,138,2020,1
1,1/11/2020 4:12:52,1/11/2020 4:12:52,1,0,5.0,N,2,0,0,0,0,0,0,,0,42,264,2020,1
1,1/12/2020 19:23:16,1/12/2020 19:27:13,1,0.6,1.0,N,3,0,0,0,0,0,0,,0,170,230,2020,1
1,1/24/2020 1:17:32,1/24/2020 1:17:32,1,0,5.0,Y,2,0,0,0,0,0,0,,0,25,264,2020,1
1,1/16/2020 12:23:10,1/16/2020 12:42:39,1,2.3,1.0,Y,4,0,0,0,0,0,0,,0,100,162,2020,1
1,1/4/2020 19:42:25,1/4/2020 19:42:25,1,0,5.0,Y,2,0,0,0,0,0,0,,0,161,264,2020,1
1,1/27/2020 22:08:08,1/27/2020 22:08:30,1,0,1.0,N,3,0,0,0,0,0,0,,0,231,231,2020,1
2,1/20/2020 0:54:26,1/20/2020 0:54:42,1,0,1.0,N,2,0,0,0,0,0,0,,0,264,264,2020,1
1,1/8/2020 17:19:14,1/8/2020 17:52:56,1,8.6,1.0,N,3,0,0,0,0,0,0,,0,138,234,2020,1
2,1/21/2020 19:14:12,1/21/2020 19:17:48,3,0.6,1.0,N,2,0,0,0,0,0,0,,0,48,48,2020,1
2,1/9/2020 13:32:42,1/9/2020 13:37:01,1,0.29,1.0,N,2,0,0,0,0,0,0,,0,162,233,2020,1
2,1/25/2020 2:26:07,1/25/2020 2:26:58,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/17/2020 20:32:00,1/17/2020 20:57:12,2,6.43,1.0,N,2,0,0,0,0,0,0,,0,231,112,2020,1
2,1/19/2020 3:27:05,1/19/2020 3:36:02,2,0.7,1.0,N,2,0,0,0,0,0,0,,0,148,148,2020,1
2,1/22/2020 8:44:16,1/22/2020 8:47:06,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/30/2020 10:00:33,1/30/2020 10:05:07,1,0.29,1.0,N,2,0,0,0,0,0,0,,0,237,43,2020,1
1,1/9/2020 14:11:24,1/9/2020 14:12:12,1,0,1.0,N,3,0,0,0,0,0,0,,0,75,75,2020,1
2,1/30/2020 20:53:47,1/30/2020 20:54:26,1,0,1.0,N,1,0,0,0,0,0,0,,0,193,193,2020,1
2,1/20/2020 15:14:55,1/20/2020 15:33:36,2,2.72,1.0,N,2,0,0,0,0,0,0,,0,166,42,2020,1
2,1/25/2020 1:09:54,1/25/2020 1:36:04,1,15.65,1.0,N,2,0,0,0,0,0,0,,0,132,85,2020,1
2,1/28/2020 22:07:35,1/28/2020 22:24:42,4,6.65,1.0,N,2,0,0,0,0,0,0,,0,25,255,2020,1
2,1/11/2020 2:46:39,1/11/2020 2:48:59,1,0.01,5.0,N,2,0,0,0,0,0,0,,0,231,231,2020,1
1,1/23/2020 21:00:08,1/23/2020 21:00:53,1,0.1,6.0,N,3,0,0,0.5,0,0,0.3,,0.8,148,148,2020,1
1,1/15/2020 21:18:27,1/15/2020 22:04:47,1,11.8,5.0,N,2,0,0,0.5,0,0,0.3,,0.8,186,39,2020,1
1,1/30/2020 19:08:17,1/30/2020 19:29:25,1,0.1,5.0,N,3,0,0,0.5,0,0,0.3,,0.8,13,13,2020,1
1,1/29/2020 12:12:47,1/29/2020 12:13:02,1,0,5.0,N,1,0.01,0,0,0.05,0,0.3,,0.36,100,100,2020,1
2,1/11/2020 10:04:53,1/11/2020 10:04:56,1,0,5.0,N,2,0.3,0,0,0,0,0.3,,0.6,132,132,2020,1
1,1/2/2020 12:08:53,1/2/2020 12:10:08,2,0,5.0,N,2,1,0,0,0,0,0.3,,1.3,145,145,2020,1
1,1/15/2020 13:21:51,1/15/2020 13:22:02,1,0,5.0,N,4,1,0,0,0,0,0.3,,1.3,132,132,2020,1
2,1/13/2020 10:29:38,1/13/2020 10:32:13,1,0,1.0,N,2,1.2,0,0.5,0,0,0.3,,2,264,264,2020,1
1,1/2/2020 21:44:53,1/2/2020 21:45:40,0,0.1,5.0,N,4,0,0,0,0,0,0.3,,0.3,237,141,2020,1
1,1/19/2020 6:41:49,1/19/2020 6:43:21,1,0.4,5.0,N,2,0,0,0,0,0,0.3,,0.3,140,141,2020,1
1,1/30/2020 2:07:41,1/30/2020 2:08:33,1,6.4,5.0,N,3,0,0,0,0,0,0.3,,0.3,48,48,2020,1
1,1/15/2020 11:10:38,1/15/2020 11:11:16,1,0,5.0,N,4,0,0,0,0,0,0.3,,0.3,236,236,2020,1
1,1/17/2020 15:52:32,1/17/2020 16:07:53,1,1,5.0,N,3,0,0,0,0,0,0.3,,0.3,40,181,2020,1
1,1/21/2020 17:13:00,1/21/2020 18:31:05,2,29.4,5.0,N,3,0,0,0,0,0,0.3,,0.3,209,265,2020,1
1,1/21/2020 14:36:32,1/21/2020 14:36:50,1,0,5.0,N,4,0,0,0,0,0,0.3,,0.3,68,68,2020,1
1,1/30/2020 14:07:20,1/30/2020 14:49:03,2,16.4,5.0,N,2,0,0,0,0,0,0.3,,0.3,132,164,2020,1
1,1/13/2020 0:50:47,1/13/2020 0:50:47,1,0,5.0,Y,2,0,0,0,0,0,0.3,,0.3,164,264,2020,1
1,1/24/2020 3:07:25,1/24/2020 3:08:36,1,0.2,5.0,N,2,0,0,0,0,0,0.3,,0.3,4,4,2020,1
1,1/25/2020 19:08:44,1/25/2020 19:09:28,1,0.1,5.0,N,3,0,0,0,0,0,0.3,,0.3,226,226,2020,1
1,1/5/2020 8:33:22,1/5/2020 8:33:22,1,0,5.0,Y,2,0,0,0,0,0,0.3,,0.3,264,264,2020,1
1,1/10/2020 18:10:56,1/10/2020 18:18:20,1,0.7,1.0,N,3,0,0,0,0,0,0.3,,0.3,162,230,2020,1
1,1/25/2020 21:27:36,1/25/2020 21:27:52,1,2.6,5.0,N,2,0,0,0,0,0,0.3,,0.3,170,170,2020,1
1,1/27/2020 0:35:30,1/27/2020 0:37:33,1,9.8,5.0,N,3,0,0,0,0,0,0.3,,0.3,107,107,2020,1
1,1/26/2020 3:31:13,1/26/2020 3:31:13,1,0,5.0,Y,2,0,0,0,0,0,0.3,,0.3,125,264,2020,1
1,1/9/2020 2:36:36,1/9/2020 2:36:42,1,0.7,5.0,N,2,0,0,0,0,0,0.3,,0.3,186,186,2020,1
1,1/13/2020 20:10:01,1/13/2020 20:11:13,1,0.6,5.0,N,4,0,0,0,0,0,0.3,,0.3,246,265,2020,1
1,1/15/2020 11:49:33,1/15/2020 11:49:38,1,0,5.0,N,3,0,0,0,0,0,0.3,,0.3,145,145,2020,1
